dialog,narration,img_id,dialog_bounding_boxes,narration_bounding_boxes,face_bounding_boxes,argument
"[""it is ready senor.""]",['ahead...'],1206_44_0,"[[119.0, 9.0, 262.0, 87.0]]","[[1.0, 4.0, 109.0, 37.0]]","[[203.0, 117.0, 223.0, 143.0]]","The comic has an argument for the action. The comic has an argument for how to proceed.
The argument says something like, ""In this comic, you should wait for something to happen rather than have to kill me."" If I kill you, it's probably a bad comic. If I get hit, you're"
"[""island!! i tremble with fright!""]",[],1209_33_4,"[[88.0, 0.0, 274.0, 87.0]]",[],"[[122.0, 369.0, 165.0, 427.0]]",Argument Description type Description type.name Type of the character type.name.name Type of the character type.name.fname Type of the character type.name.name.fname Type of the character type.name.name.fname Type of the character type.name.name.fname Type
"[""sorry to argue, chief, but you sent me over the wrong island.. nothing below but a lot of radio silence!""]",['but the next day...'],1219_19_1,"[[146.0, 40.0, 434.0, 132.0]]","[[9.0, 19.0, 94.0, 94.0]]","[[-1.0, -1.0, -1.0, -1.0]]","The number of rows in the specified row.
The number of columns in the specified column.
The number of columns in the specified column.
The number of rows in the specified column.
The number of rows in the specified column.
The number of rows in the specified column.
The number of rows"
"[""oh-oh! a horse's whinny... somebody's been watching from up there!"", ""i'll just take a look!""]",[],1238_22_0,"[[67.0, 1.0, 362.0, 84.0], [504.0, 5.0, 682.0, 55.0]]",[],"[[155.0, 181.0, 375.0, 398.0], [619.0, 270.0, 639.0, 290.0]]","This is used to determine whether the person or entity from whom the comic is drawn is a valid source of the comic.
Example:
<div id=""my-story-page-1""> <div id=""my-story-page-2""> <div id=""my-story-page-3"">"
"[""very well, we shall besin the first lesson with the proper way to rattle chains!"", ""i've got some here, teacher""]",[],123_21_5,"[[15.0, 3.0, 298.0, 105.0], [313.0, 4.0, 484.0, 87.0]]",[],"[[37.0, 118.0, 174.0, 233.0], [313.0, 228.0, 396.0, 317.0]]","#define BEGIN ( 'A', 2 ) #define END ( 'B', 1 ) #define MIN_VALUE = 10000 #define MAX_VALUE = 10000 #define MAX_VALUE = 10000 #define MIN_VALUE = 1000000 #define MAX_VALUE = 1000000 #define MAX_VALUE ="
"[""shaddop... you numbskull! i'll settle the yank's hash... after we give the rajah the works!""]",[],1240_32_0,"[[12.0, 0.0, 208.0, 117.0]]",[],"[[96.0, 164.0, 232.0, 336.0]]","1 2 3 4 5 6 7 8 9 10 11 12 13 #include <stdio.h> int main() { std::cout << "" "" << std::endl; std::string x; std::string y; std::string z; int arg1 = """"; arg1 << """";"
"[""you clumsy young fool! what kind of a glass-blower are you if you take no pride in your work?""]",[],1243_4_6,"[[0.0, 0.0, 351.0, 79.0]]",[],"[[128.0, 103.0, 266.0, 267.0]]","Example(s)
Example(s)
Example(s)
Example(s) Example(s) Example(s) Example(s) Example(s) Example(s) Example(s) Example(s) Example(s) Example(s) Example(s) Example(s) Example"
"[""explode the dynamite charges!"", ""that is excellent!""]",[],1254_65_1,"[[8.0, 138.0, 178.0, 223.0], [145.0, 163.0, 300.0, 267.0]]",[],"[[52.0, 239.0, 166.0, 326.0], [50.0, 239.0, 167.0, 325.0]]","The character may have just gotten into a fight and wanted to save the day.
The character's life is in jeopardy.
The character's friends and family are feeling the effects of the fight.
The character may be at risk of losing a loved one or being taken advantage of.
The character may be the"
"[""die -- vile beast! and take your curse with you to the depths of hades from which you came"", ""erryowww!""]",['the monster dies with a ghastly shriek...'],125_30_4,"[[14.0, 55.0, 343.0, 183.0], [316.0, 36.0, 468.0, 136.0]]","[[0.0, 5.0, 303.0, 68.0]]","[[229.0, 121.0, 351.0, 264.0], [-1.0, -1.0, -1.0, -1.0]]","The character who is to be created.
The character that will be created.
The character that will be created.
Any possible other characters.
The character that will be created.
The character that will be created.
The character that will be created.
For more information on why you should create a"
"[""amy! that's terrible! i -- i couldn't do that to any one!""]",['as she whispers her plan jim taunton feels himself go rigid with horror! he wants to get'],125_5_4,"[[170.0, 100.0, 471.0, 188.0]]","[[25.0, 39.0, 447.0, 113.0]]","[[247.0, 159.0, 354.0, 309.0]]","The comic begins with an argument of a character, and ends with a description of what the character is doing.
Example:
It starts out as an argument about why the character is doing something wrong, and ends with a description of how that wrong is occurring.
Note: If the argument is very long, the"
"[""oof!""]","['they rushed me, but luckily i remembered the judo i had been taught in basic training...']",1261_28_6,"[[124.0, 59.0, 228.0, 123.0]]","[[0.0, 1.0, 590.0, 61.0]]","[[352.0, 169.0, 429.0, 236.0]]","A comma separated list of characters for which the comma must be surrounded by commas.
Example:
When the first line of the first paragraph is from the first sentence, this string will be interpreted as follows:
""The following will be parsed as follows: ""A comma separated list of characters for which the comma"
"[""that is a break for you! we had the car with the 250 g's! we could have lammed out and never bothered with moroni at all! fate was against us!!"", ""true, scull, true! your greed and revenge played against each other with death holding the stakes! it is too bad that death will not return them!!""]",[],1263_21_4,"[[1.0, 1.0, 208.0, 237.0], [176.0, 0.0, 440.0, 188.0]]",[],"[[38.0, 224.0, 79.0, 271.0], [219.0, 236.0, 252.0, 275.0]]","Argument contains a list of integers that are the current value of the argument.
Note: If the argument contains an integer, the argument value is the current integer. If the argument is non-zero, the argument is zero.
Example:
If the argument is 1, the first argument, 1, is"
"[""sorry, big boy, but you've gotta check a your weapons here... concealed or not""]",[],1265_21_3,"[[88.0, 23.0, 303.0, 155.0]]",[],"[[222.0, 112.0, 279.0, 209.0]]","The text of the argument:
The page number of the item: The page number of the comic: The page number of the item in the page.
The item's name: The name of the item: The name of the item's name.
The item's description: The description of the item: The"
"[""brrr! even the air in this place has the chill of death!""]",[],1269_49_2,"[[4.0, 41.0, 306.0, 201.0]]",[],"[[418.0, 374.0, 441.0, 395.0]]","The point of the comic is to demonstrate the power of the character. This is the first time the comic has shown that the character can actually learn something new. The second time is what makes the character so powerful.
Characters of the comic are very strong. They can throw down the gauntlet and beat an enemy without"
"[""golly, atlas builds muscles fast! just watch my smoke now!""]",[],1278_35_3,"[[0.0, 20.0, 449.0, 167.0]]",[],"[[162.0, 139.0, 223.0, 208.0]]","- The comic has a number of characters that are in the same sentence. It is assumed that the character is in a sentence that follows the paragraph.
Argument:
- The comic is a paragraph.
- The character is only in a sentence.
Argument:
- The character is in a paragraph"
"[""easy does it!""]",[],1284_49_2,"[[328.0, 0.0, 484.0, 54.0]]",[],"[[277.0, 69.0, 371.0, 186.0]]","{ ""name"": ""Wizard of Oz"", ""name"": ""Wizard of Oz"", ""name"":""Hero of Oz"", ""name"":""Hail Hydra"", ""name"":""Hail Hydra"", ""name"":""Maelstrom Shock"", ""name"":""Maelstrom Shock"", ""name"":""Maelstrom Shock"","
"[""r! quit kicking at sand in faces!"", ""that man the worst uisance on the beach"", ""listen here, i'd smash your face... only you're so skinny you might dry up and blow away."", ""the big bully! i'll get even some day"", ""oh don't let it bother you little boy""]",[],1288_49_1,"[[0.0, 5.0, 113.0, 72.0], [0.0, 54.0, 83.0, 144.0], [143.0, 0.0, 403.0, 65.0], [416.0, 0.0, 534.0, 68.0], [583.0, 0.0, 677.0, 52.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [318.0, 49.0, 348.0, 76.0], [518.0, 33.0, 544.0, 66.0], [568.0, 45.0, 594.0, 71.0]]","The following is what I've written before:
The following will be the argument for the second sentence:
The following will be the argument for the first sentence:
Let's see what the first sentence does, then:
The argument goes like this:
This is the first argument, and the second argument is"
"[""but.... what's that saying about bringing the mountain to sonebody??""]",[],1294_30_3,"[[13.0, 0.0, 221.0, 79.0]]",[],"[[31.0, 92.0, 192.0, 242.0]]","The character will be the first character to use a command in a command prompt.
Argument:
The character will be the first character to use a command in a command prompt. The character will be the first character to perform a command.
Argument:
The character will be the first character to perform a"
"[""goodbye darling! have a nice day... be safe"", ""goodbye, dear! take care of yourself and little alice...""]",[],129_20_2,"[[24.0, 13.0, 204.0, 116.0], [201.0, 14.0, 360.0, 148.0]]",[],"[[55.0, 141.0, 127.0, 221.0], [248.0, 232.0, 326.0, 299.0]]","The argument
The text of the argument is to the left of the argument.
The text of the argument is to the left of the argument.
There are no arguments for this argument.
Argument:
The text of the argument is to the left of the argument.
The text of the argument is"
"[""gnomies""]",[],1302_31_6,"[[101.0, 72.0, 337.0, 246.0]]",[],"[[273.0, 367.0, 397.0, 482.0]]","Type: Argument

Type: Argument

Type: Argument

Type: Argument

Type: Argument

Type: Argument

Type: Argument

Type: Argument

Type: Argument

Type: Argument

Type: Argument

Type: Argument

Type: Argument"
"[""hear what miss screech says? we're gonna be great like caruso!"", ""aaah! i don't want to sing like caruso...""]",[],1304_38_1,"[[1.0, 0.0, 336.0, 132.0], [331.0, 0.0, 611.0, 127.0]]",[],"[[132.0, 297.0, 241.0, 392.0], [322.0, 277.0, 442.0, 381.0]]","The character has the option to save all the information on the file, or to save only the information that is listed in the file.
Argument:
An argument explaining why the character did not save it.
Argument:
An argument explaining why the character did not save it, or why he did not"
"[""gosh! if i could only sing like him! hmmm... hmmm... la - di daaaa""]",['frank sanata in person'],1304_39_4,"[[206.0, 8.0, 541.0, 130.0]]","[[310.0, 102.0, 528.0, 395.0]]","[[132.0, 203.0, 263.0, 307.0]]","This is the statement 'this is the case that the character is in the situation we want to show. The question is why?'
Argument: This is the point of the line, which can be the line that gets drawn.
The character may be in a situation that is too obvious. The question is why"
"[""say! i almost forgot i made another improvement on your flying suit! you should do about two hundred miles an hour now!""]",[],1318_44_2,"[[94.0, 1.0, 393.0, 180.0]]",[],"[[219.0, 213.0, 333.0, 346.0]]","-0x0f -c -I -m -c -l -t -J -z
Argument:
-0x0f -c -I -m -c -l -t -J -z -D -t
Argument:
-0x0f -c -"
"[""you ordered it to stand up, and it --ulp!-- obeyed!!"", ""it's unbelievable!"", ""haw! haw! ya ain't seen nothin' yet!!"", ""cou up to je"", ""come a runnin',"", ""look out!"", ""you'll be run""]",[],1323_4_0,"[[0.0, 11.0, 222.0, 118.0], [194.0, 12.0, 438.0, 87.0], [235.0, 89.0, 467.0, 189.0], [462.0, 6.0, 544.0, 96.0], [1.0, 429.0, 179.0, 494.0], [186.0, 429.0, 326.0, 494.0], [327.0, 421.0, 464.0, 494.0]]",[],"[[74.0, 172.0, 152.0, 266.0], [189.0, 176.0, 250.0, 253.0], [310.0, 201.0, 406.0, 332.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]","1. The current number of children in the child's group
2. The number of children in the group (1)
3. The number of children in the group (2)
4. The number of children in the group (3)
5. The number of children in the group (4)"
"[""(1) the public will learn about the embarrassing episode of the handcuffs, and (2) your superiors will learn that someone other than yourself solved this case.""]",[],1325_26_1,"[[2.0, 3.0, 350.0, 183.0]]",[],"[[146.0, 195.0, 358.0, 422.0]]","If you want to use a different format, the format should not be different. For example, the first line of the comic should use the following format:
""This is a bad story.""
If you want to use a different format, the format should be different. For example, the first line of the comic"
"[""now all i've got to do is make it back!"", ""you will! keep going- you lucky stiff!""]",[],132_10_2,"[[17.0, 36.0, 252.0, 129.0], [232.0, 41.0, 546.0, 116.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]","The comic is in a state of transition. If you remove the ""if"" or ""else"" from the end of the declaration then the comic will be considered blank.
Example:
If an argument is given, the next paragraph of the parent paragraph should be:
If the parent paragraph is blank, then this"
"[""laurel, i shouldn't have put you through this! you really do love brad very much don't you?""]",['to brad and wanda. they were still completely unaware of anything but each other. i knew now that my love for brad was dead!'],1349_8_3,"[[25.0, 62.0, 468.0, 126.0]]","[[0.0, 0.0, 470.0, 60.0]]","[[130.0, 160.0, 214.0, 279.0]]","The comic is about the life and times of a man.
The comic is about a man in a strange, mysterious world.
The comic is about a man who loves his family, that he is a good person.
The comic is about the life of a man or woman, that he has a special affinity"
