dialog,narration,img_id,dialog_bounding_boxes,narration_bounding_boxes,face_bounding_boxes,argument
"[""this is madness, my brothers... let me speak-""]",[],1497_11_1,"[[24.0, 8.0, 241.0, 85.0]]",[],"[[117.0, 103.0, 169.0, 159.0]]","The character is neutral because the dialogue and narration mention ""this is madness, my brothers... let me speak-"" and suggest madness, brothers, let."
"[""this is the east pass! we've got to risk it!"", ""yellow cur at the fort had only guided us, we'd be- look!""]",[],1499_8_5,"[[8.0, 13.0, 156.0, 109.0], [169.0, 0.0, 309.0, 126.0]]",[],"[[58.0, 251.0, 69.0, 272.0], [214.0, 214.0, 235.0, 237.0]]","The character is neutral because the dialogue and narration mention ""this is the east pass! we've got to risk it!"" and suggest east, pass, got, risk."
"[""silence, woman- no harm will come to you! someone comes this way..."", ""your rifles, white men- and no harm comes to any of you!""]","['inside the circle of we wagons -- a stealthy figure creeps closer and a cry of fear is muffled, as...']",1500_13_4,"[[184.0, 83.0, 304.0, 280.0], [157.0, 483.0, 310.0, 622.0]]","[[0.0, 11.0, 307.0, 99.0]]","[[116.0, 98.0, 181.0, 149.0], [-1.0, -1.0, -1.0, -1.0]]","The character is angry or betrayed because the dialogue and narration mention ""silence, woman- no harm will come to you! someone comes this way..."" and suggest silence, harm, come, comes, way."
"[""crows! run run for your lives!"", ""too late, cheyenne puppies, we have encircled you!""]",[],1502_32_1,"[[22.0, 7.0, 142.0, 115.0], [144.0, 5.0, 376.0, 78.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [139.0, 105.0, 220.0, 180.0]]","The character is neutral because the dialogue and narration mention ""crows! run run for your lives!"" and suggest crows, run, run, lives."
"[""sob... sob sob""]",[],1509_22_2,"[[129.0, 2.0, 278.0, 63.0]]",[],"[[154.0, 79.0, 240.0, 203.0]]","The character is neutral because the dialogue and narration mention ""sob... sob sob"" and suggest sob, sob, sob."
"[""some of my snaps are worth a lot of trouble!""]",[],150_35_1,"[[26.0, 0.0, 334.0, 131.0]]",[],"[[192.0, 200.0, 237.0, 248.0]]","The character is neutral because the dialogue and narration mention ""some of my snaps are worth a lot of trouble!"" and suggest snaps, worth, lot, trouble."
"[""this is going to be a wonderful adventure!""]",[],1514_39_7,"[[18.0, 29.0, 352.0, 89.0]]",[],"[[58.0, 125.0, 169.0, 219.0]]","The character is neutral because the dialogue and narration mention ""this is going to be a wonderful adventure!"" and suggest going, wonderful, adventure."
"[""now to return to earth and wind up this hideous nightmare!""]",[],1518_48_5,"[[131.0, 195.0, 282.0, 325.0]]",[],"[[48.0, 223.0, 90.0, 261.0]]","The character is angry or betrayed because the dialogue and narration mention ""now to return to earth and wind up this hideous nightmare!"" and suggest return, earth, wind, hideous, nightmare."
"[""the ungrateful wretch - and to think that i paid her in full today! well, we simply must have a cook, \""chickie so pick one up in town tomorrow!"", ""yes, dear!""]",[],153_48_5,"[[0.0, 6.0, 399.0, 253.0], [164.0, 259.0, 383.0, 326.0]]",[],"[[46.0, 312.0, 130.0, 391.0], [235.0, 341.0, 307.0, 412.0]]","The character is neutral because the dialogue and narration mention ""the ungrateful wretch - and to think that i paid her in full today! well, we simply must have a cook, ""chickie so pick one up in town tomorrow!"" and suggest ungrateful, wretch, think, paid, today."
"[""a big bad bandito! i told you boys meant to come along and i wasn't fooling."", ""you must've done some tall riding to catch us ma'm. sit down and grab some grub. we'll need our strength tomorrow.""]",[],1557_19_0,"[[4.0, 0.0, 250.0, 193.0], [286.0, 4.0, 585.0, 221.0]]",[],"[[212.0, 254.0, 301.0, 377.0], [419.0, 219.0, 575.0, 417.0]]","The character is neutral because the dialogue and narration mention ""a big bad bandito! i told you boys meant to come along and i wasn't fooling."" and suggest big, bad, bandito, told, boys."
"[""wow! i got one! look at that line!"", ""must be a whale! whew!""]",['then suddenly:'],1569_7_5,"[[127.0, 21.0, 333.0, 159.0], [1.0, 173.0, 132.0, 286.0]]","[[15.0, 3.0, 168.0, 54.0]]","[[177.0, 191.0, 188.0, 215.0], [85.0, 276.0, 107.0, 295.0]]","The character is neutral because the dialogue and narration mention ""wow! i got one! look at that line!"" and suggest wow, got, look, line, suddenly."
"[""manhattan's famous skyline!- sure is a beaut, eh, laura?"", ""it certainly is, stu- but can you imagine how it must have looked befor all these skyscrapers were built?""]",[],1576_36_1,"[[5.0, 26.0, 202.0, 109.0], [166.0, 25.0, 330.0, 177.0]]",[],"[[6.0, 207.0, 99.0, 330.0], [110.0, 288.0, 230.0, 416.0]]","The character is neutral because the dialogue and narration mention ""manhattan's famous skyline!- sure is a beaut, eh, laura?"" and suggest manhattan, famous, sure, beaut, eh."
"[""wow! this century's giving us a wet welcome!"", ""and this miss is"", ""that does it! where were""]","[""and suddenly it's 1855 somewhere on the mississippi river...""]",1577_23_1,"[[76.0, 78.0, 311.0, 151.0], [17.0, 500.0, 128.0, 553.0], [120.0, 504.0, 309.0, 550.0]]","[[50.0, 17.0, 311.0, 86.0]]","[[195.0, 171.0, 239.0, 233.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]","The character is neutral because the dialogue and narration mention ""wow! this century's giving us a wet welcome!"" and suggest wow, century, giving, wet, welcome."
"[""now that we're successful, bergen- how about raising my salary to 75$ a week?"", ""no- i'm afraid you might run off and get married, charlie""]",['the air.........'],1595_45_9,"[[16.0, 29.0, 337.0, 210.0], [334.0, 30.0, 621.0, 229.0]]","[[1.0, 4.0, 624.0, 34.0]]","[[39.0, 275.0, 277.0, 523.0], [295.0, 298.0, 572.0, 594.0]]","The character is angry or betrayed because the dialogue and narration mention ""now that we're successful, bergen- how about raising my salary to 75$ a week?"" and suggest successful, raising, salary, week, air."
"[""not quite!""]",[],1612_38_4,"[[463.0, 14.0, 701.0, 123.0]]",[],"[[506.0, 275.0, 600.0, 345.0]]","The character is angry or betrayed because the dialogue and narration mention ""not quite!"" and suggest the situation."
"[""their fear was too great! he's getting away now!"", ""but sheena-- she is going after it! wait- bantuli- where is he?""]",[],1622_28_4,"[[5.0, 17.0, 233.0, 164.0], [228.0, 15.0, 517.0, 184.0]]",[],"[[165.0, 177.0, 243.0, 252.0], [298.0, 269.0, 359.0, 353.0]]","The character is angry or betrayed because the dialogue and narration mention ""their fear was too great! he's getting away now!"" and suggest fear, great, getting, away."
"[""the poor fellow dead, ogg, come must get to the bottom of this tawn.""]",[],1631_18_6,"[[81.0, 4.0, 305.0, 129.0]]",[],"[[164.0, 121.0, 207.0, 179.0]]","The character is neutral because the dialogue and narration mention ""the poor fellow dead, ogg, come must get to the bottom of this tawn."" and suggest poor, fellow, dead, ogg, come."
"[""this gorge we're in- a perfect trap! you! wake up! listen to me! noise-- give your boys anything that will make a  noise!"", ""my word!"", ""noise! noise! make noise for your very lives!"", ""see! they do not like it! they falter they slink.. they grow afraid!""]",[],1632_32_0,"[[0.0, 0.0, 453.0, 95.0], [264.0, 71.0, 418.0, 117.0], [472.0, 18.0, 723.0, 116.0], [928.0, 155.0, 1120.0, 315.0]]",[],"[[80.0, 167.0, 137.0, 252.0], [201.0, 193.0, 290.0, 258.0], [677.0, 128.0, 754.0, 216.0], [634.0, 459.0, 663.0, 493.0]]","The character is angry or betrayed because the dialogue and narration mention ""this gorge we're in- a perfect trap! you! wake up! listen to me! noise-- give your boys anything that will make a  noise!"" and suggest gorge, perfect, trap, wake, listen."
"[""nay, one of evil! stand! behold now your weapon in the eyes of the wizard!"", ""it's turned to a snake! no! i must get away!""]",[],1635_38_4,"[[0.0, 3.0, 203.0, 186.0], [204.0, 61.0, 376.0, 191.0]]",[],"[[77.0, 231.0, 120.0, 289.0], [199.0, 386.0, 293.0, 486.0]]","The character is angry or betrayed because the dialogue and narration mention ""nay, one of evil! stand! behold now your weapon in the eyes of the wizard!"" and suggest nay, evil, stand, behold, weapon."
"[""aiee! the ledge collapses- i fall, salu- i fall!""]",['as above...'],1635_6_1,"[[0.0, 23.0, 175.0, 150.0]]","[[0.0, 0.0, 177.0, 26.0]]","[[285.0, 38.0, 309.0, 56.0]]","The character is neutral because the dialogue and narration mention ""aiee! the ledge collapses- i fall, salu- i fall!"" and suggest aiee, ledge, fall, fall."
"[""you say that my friend lari sits alone and weeps. take me to him, quickly!"", ""ah... by a""]",[],1638_35_0,"[[14.0, 1.0, 387.0, 94.0], [446.0, 2.0, 524.0, 68.0]]",[],"[[36.0, 389.0, 62.0, 420.0], [-1.0, -1.0, -1.0, -1.0]]","The character is neutral because the dialogue and narration mention ""you say that my friend lari sits alone and weeps. take me to him, quickly!"" and suggest friend, lari, sits, weeps, quickly."
"[""behold, it is the lair of tonta, the aged native called crazy-in-the-head.""]",[],1639_3_0,"[[213.0, 0.0, 508.0, 127.0]]",[],"[[353.0, 234.0, 383.0, 281.0]]","The character is neutral because the dialogue and narration mention ""behold, it is the lair of tonta, the aged native called crazy-in-the-head."" and suggest behold, lair, tonta, aged, native."
"[""thats right ben ali.. we have things to talk about!""]",[],1646_48_2,"[[30.0, 4.0, 161.0, 87.0]]",[],"[[142.0, 56.0, 168.0, 79.0]]","The character is neutral because the dialogue and narration mention ""thats right ben ali.. we have things to talk about!"" and suggest s, right, ben, ali, things."
"[""oh, what a stupid error! this is my dad, jim brent. i'm alice we're hunting lions for the tinglin brother's circus we've heard of you""]",[],1656_44_4,"[[89.0, 28.0, 254.0, 133.0]]",[],"[[63.0, 70.0, 83.0, 92.0]]","The character is neutral because the dialogue and narration mention ""oh, what a stupid error! this is my dad, jim brent. i'm alice we're hunting lions for the tinglin brother's circus we've heard of you"" and suggest oh, stupid, error, dad, jim."
"[""look below! n'tomba's machine already seeks to crush another victim! only one chance...""]",[],1658_13_5,"[[35.0, 0.0, 191.0, 81.0]]",[],"[[137.0, 148.0, 142.0, 157.0]]","The character is angry or betrayed because the dialogue and narration mention ""look below! n'tomba's machine already seeks to crush another victim! only one chance..."" and suggest look, machine, seeks, crush, victim."
"[""the longboka kraal, ann... maga is their chief- a great hunter more than a warrior, but if he has changed his stripes i will smell it soon.. wait here!""]","['ons loo! trains cked... who the raiders- where did hey hide? days ago a mons from his friend, the rict commissioner, started kaanga his mystery l...and now, m the jungle e of a sleeping age he scouted lair of his t suspecty.']",1665_3_1,"[[654.0, 1.0, 1125.0, 134.0]]","[[0.0, 45.0, 244.0, 531.0]]","[[619.0, 127.0, 677.0, 197.0]]","The character is angry or betrayed because the dialogue and narration mention ""the longboka kraal, ann... maga is their chief- a great hunter more than a warrior, but if he has changed his stripes i will smell it soon.. wait here!"" and suggest longboka, kraal, ann, maga, great."
"[""peace mighty one kalat comes in peace!"", ""an indian! here in africa!""]",[],1670_39_1,"[[164.0, 7.0, 304.0, 133.0], [48.0, 208.0, 162.0, 314.0]]",[],"[[239.0, 179.0, 261.0, 211.0], [174.0, 245.0, 219.0, 296.0]]","The character is neutral because the dialogue and narration mention ""peace mighty one kalat comes in peace!"" and suggest peace, mighty, kalat, comes, peace."
"[""another sock for good measure!""]",[],1671_15_2,"[[41.0, 11.0, 236.0, 90.0]]",[],"[[194.0, 150.0, 252.0, 213.0]]","The character is angry or betrayed because the dialogue and narration mention ""another sock for good measure!"" and suggest sock, good, measure."
"[""hey wait a minute, mom... this is my big day too!"", ""what now?""]",[],1676_11_2,"[[0.0, 16.0, 320.0, 135.0], [327.0, 15.0, 519.0, 101.0]]",[],"[[110.0, 168.0, 231.0, 286.0], [405.0, 140.0, 499.0, 252.0]]","The character is neutral because the dialogue and narration mention ""hey wait a minute, mom... this is my big day too!"" and suggest hey, wait, minute, mom, big."
"[""hey! there goes the signal... three splasiies!""]",[],1688_45_0,"[[176.0, 30.0, 567.0, 108.0]]",[],"[[319.0, 162.0, 395.0, 233.0]]","The character is neutral because the dialogue and narration mention ""hey! there goes the signal... three splasiies!"" and suggest hey, goes, signal, splasiies."
"[""i...i bought this ice to chill a case of brew, drake! ...in a tub.. cubes are no good for that... get the idea?"", ""yes jackpot! i think i'm beginning to get it!""]",[],1698_4_6,"[[15.0, 4.0, 250.0, 154.0], [223.0, 10.0, 379.0, 108.0]]",[],"[[189.0, 107.0, 231.0, 147.0], [256.0, 188.0, 315.0, 248.0]]","The character is angry or betrayed because the dialogue and narration mention ""i...i bought this ice to chill a case of brew, drake! ...in a tub.. cubes are no good for that... get the idea?"" and suggest bought, ice, chill, case, brew."
"[""this hotspurs is quite a singer!""]",[],1699_4_2,"[[14.0, 10.0, 219.0, 71.0]]",[],"[[156.0, 146.0, 176.0, 163.0]]","The character is neutral because the dialogue and narration mention ""this hotspurs is quite a singer!"" and suggest hotspurs, singer."
"[""pull a trick knife on me, you would!""]",[],1701_7_2,"[[0.0, 122.0, 254.0, 218.0]]",[],"[[294.0, 166.0, 409.0, 301.0]]","The character is neutral because the dialogue and narration mention ""pull a trick knife on me, you would!"" and suggest pull, trick, knife."
"[""we can make the swiss border by daylight!"", ""this has been a sad day for france!"", ""dick, what became of phillipe?""]",[],1702_20_0,"[[6.0, 12.0, 114.0, 74.0], [103.0, 13.0, 220.0, 68.0], [134.0, 79.0, 220.0, 149.0]]",[],"[[39.0, 145.0, 74.0, 178.0], [107.0, 123.0, 137.0, 162.0], [155.0, 166.0, 186.0, 194.0]]","The character is neutral because the dialogue and narration mention ""we can make the swiss border by daylight!"" and suggest swiss, border, daylight."
"[""la de da de da/ now let's see, this looks like a good spot!""]",[],1706_23_2,"[[13.0, 1.0, 288.0, 87.0]]",[],"[[57.0, 257.0, 125.0, 339.0]]","The character is angry or betrayed because the dialogue and narration mention ""la de da de da/ now let's see, this looks like a good spot!"" and suggest la, de, da, de, let."
"[""it's hopeless! we can't fight quiquern!"", ""help! quiquern is attacking my mother and father"", ""why don't the u.s. authorities do some - thing -""]","['garu, the alaskan boy, rushes into town for help...']",170_14_7,"[[22.0, 44.0, 221.0, 138.0], [211.0, 58.0, 415.0, 143.0], [248.0, 124.0, 435.0, 244.0]]","[[8.0, 1.0, 460.0, 65.0]]","[[125.0, 257.0, 147.0, 278.0], [235.0, 185.0, 252.0, 209.0], [298.0, 278.0, 319.0, 298.0]]","The character is neutral because the dialogue and narration mention ""it's hopeless! we can't fight quiquern!"" and suggest hopeless, fight, quiquern, garu, alaskan."
"[""yes, and if you want to keep this job you'll recover them!""]",[],170_54_0,"[[17.0, 6.0, 290.0, 152.0]]",[],"[[71.0, 200.0, 292.0, 423.0]]","The character is happy because the dialogue and narration mention ""yes, and if you want to keep this job you'll recover them!"" and suggest yes, want, job, recover."
"[""whew! getting hot! we must be down very far!"", ""yes, major drake... but it's the only way we can catch him!""]",[],1711_10_4,"[[0.0, 20.0, 194.0, 110.0], [175.0, 23.0, 394.0, 112.0]]",[],"[[119.0, 278.0, 155.0, 316.0], [82.0, 230.0, 113.0, 262.0]]","The character is neutral because the dialogue and narration mention ""whew! getting hot! we must be down very far!"" and suggest whew, getting, hot, far."
