img_id,dialog,narration,dialog_bounding_boxes,narration_bounding_boxes,face_bounding_boxes
1968_16_0,"['<YES-NO_QUESTION  dio... did you hear...> <INFORM they might separate us, or -- or break up up into chunks!>', ""<ORDER don't say that, darling.> <INFORM they... can't!>"", ""<FEEDBACK gee, i'm scared, butch!>"", '<FEEDBACK me too!>']","['doors close, and away from the eyes of the world the occupants of the museum moan out their fears and anxiety .']","[[1.0, 85.0, 143.0, 233.0], [130.0, 84.0, 288.0, 165.0], [154.0, 156.0, 288.0, 234.0], [197.0, 230.0, 286.0, 290.0]]","[[0.0, 0.0, 286.0, 87.0]]","[[57.0, 305.0, 144.0, 388.0], [75.0, 221.0, 145.0, 297.0], [184.0, 302.0, 220.0, 363.0], [232.0, 305.0, 280.0, 376.0]]"
1971_35_2,['<FEEDBACK a wonderful host!>'],[],"[[96.0, 99.0, 459.0, 279.0]]",[],"[[118.0, 324.0, 206.0, 418.0]]"
1973_21_1,"['<NOT_CLASSIFIABLE from>', '<NOT_CLASSIFIABLE from ing hine>', ""<INFORM all set!> <INFORM the out-fit you're wearing is bullet proof and heat proof.> <INFORM and inside the time machine are various weapons, a small crated helicopter and food for twenty four hours!> <POLITENESS_FORMULA good luck!>""]",['two weeks pass and'],"[[0.0, 14.0, 72.0, 92.0], [0.0, 38.0, 63.0, 206.0], [58.0, 42.0, 337.0, 243.0]]","[[66.0, 17.0, 400.0, 51.0]]","[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [163.0, 237.0, 204.0, 283.0]]"
197_9_0,"[""<INFORM well, that guard's well taken care of> <INFORM now to find the princess>""]",[],"[[190.0, 40.0, 770.0, 150.0]]",[],"[[520.0, 180.0, 600.0, 230.0]]"
1983_8_5,['<BACKCHANNEL oooof!>'],[],"[[252.0, 20.0, 374.0, 105.0]]",[],"[[155.0, 87.0, 245.0, 190.0]]"
1985_18_10,['<FEEDBACK wow!> <INFORM holy cats!> <INFORM scram!>'],[],"[[62.0, 7.0, 138.0, 85.0]]",[],"[[62.0, 120.0, 103.0, 183.0]]"
1985_35_4,['<POLITENESS_FORMULA s-so sorry!> <INFORM my hand musta slipped!>'],[],"[[43.0, 8.0, 181.0, 75.0]]",[],"[[173.0, 47.0, 219.0, 173.0]]"
1988_35_4,"[""<INFORM you'll be safer here ..> <INFORM that track is getting too hot!>""]",['grandstand...'],"[[77.0, 16.0, 265.0, 127.0]]","[[62.0, 0.0, 292.0, 25.0]]","[[150.0, 121.0, 191.0, 174.0]]"
1989_42_0,"[""<INFORM hope jill doesn't think i'm shot ..><INFORM  she has enough worries now!\t>""]",[],"[[100.0, 54.0, 248.0, 139.0]]",[],"[[175.0, 190.0, 215.0, 238.0]]"
1990_59_3,"[""<INFORM  i don't understand it ..> <INFORM those bats were exterminated long ago ..> <INFORM we are all in danger unless we can destroy them!>""]",[],"[[5.0, 0.0, 335.0, 236.0]]",[],"[[42.0, 242.0, 304.0, 573.0]]"
1994_3_2,"['<GREET for shame, herr kleister!> <WHY_QUESTION do you not know dot der fuehrer iss a sincere believer in astrology?>', '<WHY_QUESTION ya?> <WHY_QUESTION -- ach, iss dot so?> <POLITENESS_FORMULA .. excuse me, ba von hindentr >']",[],"[[20.0, 10.0, 469.0, 149.0], [505.0, 2.0, 695.0, 126.0]]",[],"[[108.0, 151.0, 284.0, 329.0], [414.0, 151.0, 546.0, 306.0]]"
1994_49_1,"[""<INFORM there's my toughest case, cyclone!> <INFORM -- the only thing he's interested in is trying to escape!>"", ""<YES-NO_QUESTION say - isn't he mills the sculptor?>""]",[],"[[88.0, 19.0, 538.0, 130.0], [196.0, 126.0, 391.0, 258.0]]",[],"[[89.0, 187.0, 211.0, 351.0], [248.0, 280.0, 357.0, 390.0]]"
1996_49_4,"['<POLITENESS_FORMULA thanks for the co-operation, whistler ..>', '<BACKCHANNEL huh ...??>']",[],"[[18.0, 0.0, 322.0, 70.0], [25.0, 67.0, 191.0, 137.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [109.0, 155.0, 184.0, 242.0]]"
2000_7_3,['<WHY_QUESTION now what?>'],[],"[[229.0, 1.0, 358.0, 75.0]]",[],"[[44.0, 92.0, 199.0, 355.0]]"
200_44_3,['<FEEDBACK good!> <ORDER now to contact stewart->'],"[""and the field. having received its instructions from the govt, informs the army of espada's de-parture---""]","[[190.0, 69.0, 310.0, 108.0]]","[[190.0, 0.0, 316.0, 66.0]]","[[126.0, 9.0, 167.0, 58.0]]"
200_4_5,['<BACKCHANNEL hm-m-m-> <INFORM he seems too unconcerner and calm about this whole business!> <INFORM perhaps he knows---> <INFORM but we shalle see later on!!>'],[],"[[53.0, 1.0, 265.0, 89.0]]",[],"[[64.0, 82.0, 101.0, 117.0]]"
2014_28_2,"[""<INFORM now as captain and leader of this expedition-- as the world's greatest explorer and discoverer-- i shall of course, be the first human to drink!>""]",[],"[[4.0, 0.0, 212.0, 111.0]]",[],"[[114.0, 150.0, 185.0, 225.0]]"
2014_5_6,"[""<ORDER cheer up capt.> <INFORM puff they'll get over it.> <INFORM i thought it was a very good joke\t>""]",[],"[[1.0, 19.0, 206.0, 90.0]]",[],"[[50.0, 111.0, 99.0, 175.0]]"
2015_27_7,['<INFORM but not for you! >'],[],"[[15.0, 6.0, 155.0, 62.0]]",[],"[[64.0, 72.0, 124.0, 137.0]]"
2036_24_1,['<BACKCHANNEL sniff - snifff> <INFORM i never smelled flower like this before!> <INFORM it has a most peculiar aroma!>'],['meanwhile...'],"[[0.0, 27.0, 152.0, 99.0]]","[[1.0, 5.0, 114.0, 37.0]]","[[33.0, 155.0, 105.0, 228.0]]"
2039_18_0,"[""<BACKCHANNEL ( gulp! )> <INFORM they've all broken loose!>""]",['oes below\t---'],"[[0.0, 26.0, 134.0, 77.0]]","[[0.0, 3.0, 143.0, 27.0]]","[[-1.0, -1.0, -1.0, -1.0]]"
2045_14_4,"[""<BACKCHANNEL huh!><WHY_QUESTION  what's this?> <INFORM there's a package in the mouth!\t>""]",[],"[[18.0, 9.0, 130.0, 84.0]]",[],"[[40.0, 100.0, 141.0, 232.0]]"
2053_3_3,['<INFORM a cowboy once taught me how to handle a lasso!> <INFORM only hope ...>'],['buhl tinut f weatt piace greenwich conn entered'],"[[0.0, 11.0, 184.0, 87.0]]","[[23.0, 249.0, 302.0, 271.0]]","[[117.0, 53.0, 163.0, 99.0]]"
2055_33_4,"['<BACKCHANNEL ( sigh )> <INFORM i feel sorry poor maddern\t>', '<ORDER look!> <INFORM hyar he comes><INFORM  -- in a strait jacket!> <INFORM i reckon those hombres are taking him to the asylum!>']",['shortly after ...'],"[[17.0, 26.0, 76.0, 103.0], [73.0, 20.0, 247.0, 96.0]]","[[10.0, 8.0, 145.0, 32.0]]","[[20.0, 125.0, 67.0, 179.0], [66.0, 134.0, 103.0, 181.0]]"
2057_45_5,['<BACKCHANNEL huh><BACKCHANNEL  --- oof!>'],[],"[[228.0, 18.0, 327.0, 72.0]]",[],"[[221.0, 105.0, 262.0, 152.0]]"
2072_31_3,['<WHY_QUESTION now who could that be?>'],[],"[[48.0, 0.0, 180.0, 49.0]]",[],"[[75.0, 86.0, 126.0, 144.0]]"
2079_221_3,"['<WHY_QUESTION how dare you kidnap me the princess osha?>', '<FEEDBACK yes you louse!>', '<INFORM  because --- because, i love you, i think >']",[],"[[96.0, 0.0, 291.0, 84.0], [280.0, 5.0, 399.0, 91.0], [396.0, 0.0, 546.0, 85.0]]",[],"[[236.0, 124.0, 281.0, 169.0], [313.0, 111.0, 352.0, 158.0], [389.0, 90.0, 431.0, 141.0]]"
2079_27_2,"[""<INFORM i think i'll sit up a while>"", '<YES-NO_QUESTION you feel better already no?>']",[],"[[20.0, 10.0, 268.0, 82.0], [278.0, 52.0, 426.0, 202.0]]",[],"[[88.0, 131.0, 151.0, 197.0], [381.0, 204.0, 442.0, 283.0]]"
2097_31_6,['<INFORM i suspected that her story was true --> <INFORM and that her evil would drive her to more ghastly acts!> <INFORM thank heavens i stood watch ---> <INFORM and prevented her from destroying you!>'],[],"[[8.0, 1.0, 251.0, 156.0]]",[],"[[55.0, 157.0, 267.0, 443.0]]"
209_30_6,"[""<BACKCHANNEL oh,> <WHY_QUESTION why did he have to show up just then?!> <INFORM now you can't play tomorrow!> <FEEDBACK woe is me!>"", '<FEEDBACK i-i- let the whole team down!>']",[],"[[10.0, 1.0, 244.0, 113.0], [183.0, 43.0, 284.0, 162.0]]",[],"[[20.0, 165.0, 143.0, 308.0], [159.0, 168.0, 294.0, 432.0]]"
2100_28_6,"[""<INFORM i remember the first girl i ever fell for!> <INFORM a dog growled one night and i fainted from fright!> <INFORM i never saw her again!> <INFORM i'm too frightened to even live!>""]",['rry always left a light burn-g in the house when he was go-g to be home after dark!'],"[[4.0, 58.0, 418.0, 250.0]]","[[0.0, 0.0, 461.0, 77.0]]","[[234.0, 247.0, 280.0, 317.0]]"
2108_9_6,"['<INFORM i became suspicious of hackley when you gave me these papers.> <INFORM there was a shipment of his in everyone of the previous crashes>', ""<INFORM  all i can say,><GREET  mr. hunt,> <INFORM isthat you've done a great service and won my everlasting gratitude!>""]",['last point to him ...'],"[[0.0, 20.0, 440.0, 118.0], [115.0, 92.0, 451.0, 176.0]]","[[0.0, 0.0, 455.0, 29.0]]","[[88.0, 153.0, 147.0, 222.0], [275.0, 164.0, 329.0, 224.0]]"
2109_15_3,['<INFORM just a sample of what will happen to you if i catch you at this business again!>'],"['taking the gangsters outside, the comet casts his disinterat-ing ray on the house.']","[[287.0, 88.0, 499.0, 187.0]]","[[22.0, 5.0, 291.0, 77.0]]","[[374.0, 317.0, 424.0, 355.0]]"
210_38_1,['<WHY_QUESTION how do you like this one pop - gun jim?>'],['for a moment it looks'],"[[277.0, 17.0, 701.0, 141.0]]","[[44.0, 549.0, 581.0, 601.0]]","[[327.0, 202.0, 392.0, 276.0]]"
2113_21_7,['<GREET perry!> <ORDER look out!> <INFORM behind you!> <INFORM another thug!\t>'],[],"[[4.0, 156.0, 183.0, 280.0]]",[],"[[15.0, 2.0, 168.0, 101.0]]"
2117_39_5,['<BACKCHANNEL oink!>'],[],"[[50.0, 5.0, 156.0, 58.0]]",[],"[[35.0, 236.0, 75.0, 290.0]]"
211_58_4,['<FEEDBACK i-i feel so queer-- so old...!>'],"['without warning, a hideous change comes over the lovely face!!']","[[28.0, 117.0, 320.0, 236.0]]","[[4.0, 18.0, 489.0, 135.0]]","[[48.0, 220.0, 414.0, 508.0]]"
2122_35_0,"[""<INFORM sacre is the dead-liest duelist in europe!> <INFORM of all people to get mixed up with!> <INFORM twerp you're good as dead right now!> <BACKCHANNEL well ...> <POLITENESS_FORMULA good night!><POLITENESS_FORMULA  pleasant dreams!>"", ""<INFORM everything happens to me!> <INFORM i can't figure it out!><INFORM  he knocked my hand himself> <INFORM ... then slaps me with his gloves and he gets sore! ><BACKCHANNEL ... of all ...>""]",[],"[[1.0, 2.0, 188.0, 160.0], [167.0, 0.0, 442.0, 102.0]]",[],"[[21.0, 173.0, 66.0, 215.0], [290.0, 104.0, 360.0, 193.0]]"
2123_62_7,"[""<BACKCHANNEL hmm!> <INFORM that's an odd looking tower be on a crypt ...> <INFORM and it looks new, too!>""]",[],"[[44.0, 10.0, 302.0, 129.0]]",[],"[[179.0, 225.0, 285.0, 310.0]]"
2126_31_7,"['<BACKCHANNEL whew!> <INFORM you sure know how to turn on the heat!>', ""<INFORM i'm taking lessons from the fireball ><INFORM ... and this is only the first!>""]",[],"[[13.0, 4.0, 203.0, 87.0], [154.0, 5.0, 330.0, 137.0]]",[],"[[33.0, 132.0, 151.0, 284.0], [162.0, 196.0, 289.0, 331.0]]"
2126_46_2,['<INFORM i must go in and see how he feels!>'],[],"[[7.0, 80.0, 190.0, 171.0]]",[],"[[71.0, 176.0, 174.0, 312.0]]"
212_55_3,"['<BACKCHANNEL oh,> <YES-NO_QUESTION my-- are you a real bandit?>', ""<YES-NO_QUESTION ain'tcha scared?>""]",[],"[[10.0, 11.0, 223.0, 138.0], [230.0, 8.0, 423.0, 93.0]]",[],"[[134.0, 214.0, 310.0, 389.0], [314.0, 10.0, 577.0, 269.0]]"
212_9_2,"['<FEEDBACK swell idea to get start in business!> <INFORM ives us quite an assortment!>', '<FEEDBACK yup and your idea to use paper furniture rugs and drapes was good too!>']","['cobweb lane pawn shop', 'money to loan!', 'open for business', 'stacks of fine used clothing rock bottom prices', 'genuine suit armour and 8 watches', 'walk in', '8 vacuum cleaners for sal cheap tri']","[[8.0, 3.0, 459.0, 169.0], [512.0, 762.0, 943.0, 1051.0]]","[[509.0, 1.0, 1134.0, 173.0], [667.0, 128.0, 933.0, 327.0], [34.0, 418.0, 197.0, 546.0], [203.0, 352.0, 455.0, 645.0], [395.0, 528.0, 634.0, 757.0], [667.0, 617.0, 772.0, 713.0], [905.0, 548.0, 1149.0, 772.0]]","[[765.0, 380.0, 849.0, 486.0], [988.0, 662.0, 1077.0, 768.0]]"
2137_41_4,"['<NOT_CLASSIFIABLE indy scared\t>', ""<INFORM careful,> <GREET kuppie,> <INFORM we're in the fier caverns now!>"", '<BACKCHANNEL hey,> <GREET gus,> <ORDER look ><INFORM ... dessert!>']",[],"[[0.0, 51.0, 70.0, 150.0], [119.0, 1.0, 299.0, 85.0], [191.0, 285.0, 296.0, 368.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [195.0, 87.0, 222.0, 121.0], [103.0, 326.0, 180.0, 448.0]]"
2141_55_7,"[""<BACKCHANNEL goodness gracious><INFORM  i can't believe my eyes!!>""]",['the next morning ..'],"[[35.0, 48.0, 234.0, 138.0]]","[[3.0, 17.0, 98.0, 72.0]]","[[42.0, 146.0, 102.0, 233.0]]"
2144_29_3,['<INFORM poor horse - ><INFORM just when we had the race all sewed up too!>'],['evidence? you mean'],"[[70.0, 6.0, 308.0, 92.0]]","[[204.0, 346.0, 452.0, 375.0]]","[[243.0, 87.0, 318.0, 188.0]]"
2144_46_4,['<BACKCHANNEL whew -> <INFORM what a dream -!><INFORM  i thought i heard the good fairy calling for help!> <INFORM gosh i wonder if it really was a dream!>'],['nyeay how about you yes im talk'],"[[26.0, 7.0, 287.0, 117.0]]","[[0.0, 302.0, 377.0, 333.0]]","[[173.0, 106.0, 226.0, 172.0]]"
2151_46_1,"[""<ORDER come here lil' fellow ..> <INFORM you look kind of lost and frightened!>""]",[],"[[9.0, 0.0, 232.0, 110.0]]",[],"[[230.0, 67.0, 353.0, 187.0]]"
2152_33_3,"[""<GREET hey, pop!> <INFORM oscar's missing!>"", ""<FEEDBACK hurray!> <INFORM at last we're rid of this beast!>""]",[],"[[20.0, 13.0, 150.0, 81.0], [143.0, 12.0, 311.0, 104.0]]",[],"[[72.0, 205.0, 129.0, 279.0], [182.0, 132.0, 303.0, 236.0]]"
2157_28_0,"[""<BACKCHANNEL aw gee.><GREET  cap.> <INFORM he won't be much trouble>"", '<POLITENESS_FORMULA sorry.> <GREET brooklyn.> <INFORM no pooch ... thats an order!>']",[],"[[0.0, 0.0, 224.0, 65.0], [23.0, 72.0, 222.0, 155.0]]",[],"[[26.0, 228.0, 99.0, 310.0], [162.0, 156.0, 273.0, 314.0]]"
2161_20_6,"[""<INFORM  poor chap!> <INFORM i almost feel sorry for him,> <INFORM but perhaps it's best this way!><INFORM  he dealt out justice to himself!>""]",[],"[[16.0, 0.0, 355.0, 115.0]]",[],"[[145.0, 107.0, 370.0, 451.0]]"
2164_40_3,['<INFORM poor butch!>'],[],"[[49.0, 63.0, 170.0, 144.0]]",[],"[[140.0, 147.0, 216.0, 223.0]]"
2166_29_0,"['<ORDER hurry up and load this truck!><INFORM  there are a couple of snoopers around!\t>', ""<INFORM better save your energy,> <INFORM  porter you'll need it!>""]",[],"[[13.0, 5.0, 259.0, 106.0], [238.0, 10.0, 411.0, 115.0]]",[],"[[210.0, 199.0, 241.0, 224.0], [284.0, 224.0, 312.0, 252.0]]"
2170_14_0,['<INFORM shame on you kiddies> <INFORM - keeping the poor pup tied up ->'],[],"[[15.0, 0.0, 283.0, 78.0]]",[],"[[20.0, 81.0, 186.0, 231.0]]"
2173_6_4,['<BACKCHANNEL ohh ...> <INFORM this chute is awfully slow making up its mind to open!>'],[],"[[0.0, 0.0, 349.0, 139.0]]",[],"[[137.0, 321.0, 228.0, 435.0]]"
2189_13_0,"['<WHY_QUESTION what are you carrying on this trip!\t>', '<INFORM silver bars from a smelter up in the government mines ..> <INFORM glad to see you aboard red rocket.> <INFORM i feel better about this run now ...>']",[],"[[18.0, 29.0, 185.0, 154.0], [219.0, 36.0, 425.0, 365.0]]",[],"[[127.0, 221.0, 233.0, 345.0], [299.0, 398.0, 373.0, 474.0]]"
218_55_1,"['<FEEDBACK caramba!> <INFORM soldiers!>', ""<ORDER quiet, pedro!> <INFORM they're after our friend, here!>""]",[],"[[6.0, 22.0, 137.0, 78.0], [126.0, 32.0, 271.0, 106.0]]",[],"[[49.0, 191.0, 102.0, 266.0], [200.0, 208.0, 255.0, 278.0]]"
2190_16_0,"['<INFORM  this is it, all right! >']",[],"[[446.0, 128.0, 597.0, 216.0]]",[],"[[420.0, 187.0, 474.0, 237.0]]"
2195_30_2,['<INFORM i feel sorry for women who have to scrub! >'],[],"[[271.0, 7.0, 469.0, 129.0]]",[],"[[185.0, 52.0, 272.0, 152.0]]"
2200_30_2,['<GREET welcome!> <INFORM a successful mission!>'],[],"[[260.0, 236.0, 477.0, 331.0]]",[],"[[322.0, 442.0, 333.0, 454.0]]"
2208_44_4,"['<FEEDBACK  yes sir,> <INFORM i will start at once!\t>']",[],"[[318.0, 60.0, 480.0, 197.0]]",[],"[[97.0, 63.0, 295.0, 342.0]]"
220_62_4,"[""<INFORM the answer is -> <FEEDBACK i can't!!> <BACKCHANNEL so-o-o...>""]",[],"[[1056.0, 25.0, 1561.0, 157.0]]",[],"[[859.0, 0.0, 1026.0, 211.0]]"
220_72_5,"[""<GREET hey> <ORDER not so fast!> <ORDER you can't go in there!>"", ""<FEEDBACK don't be too sure you old fool!!>""]",[],"[[26.0, 50.0, 254.0, 246.0], [239.0, 31.0, 646.0, 140.0]]",[],"[[126.0, 258.0, 360.0, 486.0], [501.0, 105.0, 665.0, 314.0]]"
2211_66_3,['<INFORM this is the best haul yet!>'],"['carrying the heavy ransom, the pirates leave the ship.']","[[169.0, 54.0, 302.0, 125.0]]","[[5.0, 12.0, 356.0, 58.0]]","[[89.0, 61.0, 148.0, 135.0]]"
2212_30_4,['<INFORM someday we swamp people shall rule the planet!> <INFORM this de-energizing solution is a mighty weapon!>'],"[""with practiced fingers the stalker inserts an instrument into the victim's vein ...""]","[[10.0, 66.0, 172.0, 155.0]]","[[0.0, 14.0, 211.0, 68.0]]","[[-1.0, -1.0, -1.0, -1.0]]"
2234_16_1,"[""<FEEDBACK that's fine!> <INFORM now i feel better!\t>""]",[],"[[5.0, 0.0, 183.0, 80.0]]",[],"[[166.0, 53.0, 252.0, 125.0]]"
2236_1_7,"[""<ORDER relax pal!> <INFORM she's got that fire under control now.>"", ""<BACKCHANNEL yep.> <INFORM a couple more minutes and it'll be out.>""]",[],"[[5.0, 114.0, 164.0, 265.0], [232.0, 162.0, 375.0, 310.0]]",[],"[[34.0, 300.0, 126.0, 372.0], [167.0, 212.0, 239.0, 290.0]]"
223_6_4,"[""<BACKCHANNEL ha --> <INFORM i was hoping they'd come to this store for developing!>""]","['24 hod service on developing film', 'special 69.80 zeiss contact']","[[83.0, 3.0, 299.0, 98.0]]","[[267.0, 189.0, 350.0, 284.0], [370.0, 369.0, 435.0, 459.0]]","[[1.0, 77.0, 175.0, 397.0]]"
2242_6_5,"['<INFORM i -- i feel weak! i --->', '<BACKCHANNEL good heavens!>']",[],"[[1.0, 29.0, 141.0, 124.0], [154.0, 34.0, 371.0, 145.0]]",[],"[[63.0, 287.0, 150.0, 386.0], [216.0, 233.0, 305.0, 340.0]]"
2243_50_6,"['<INFORM handkerchief away from his nose once in awhile, and mama was too eager to have us eat those doughnuts!>', '<INFORM we thought, by keeping woozy around to inform us we could steer clear of plastic man!>', '<GREET -- you double crossing glutton!>']",[],"[[7.0, 7.0, 347.0, 178.0], [146.0, 66.0, 367.0, 231.0], [62.0, 341.0, 199.0, 462.0]]",[],"[[0.0, 250.0, 70.0, 415, 0], [150.0, 209.0, 240.0, 308.0], [150.0, 209.0, 240.0, 308.0]]"
2249_48_2,['<BACKCHANNEL oops!> <INFORM .. ... it slipped!>'],[],"[[184.0, 11.0, 456.0, 235.0]]",[],"[[288.0, 321.0, 361.0, 379.0]]"
2255_21_4,"[""<INFORM i won't do it!> <INFORM --- nobody can make me!>"", '<BACKCHANNEL well, of all things>']",[],"[[33.0, 1.0, 211.0, 123.0], [277.0, 5.0, 420.0, 92.0]]",[],"[[211.0, 162.0, 282.0, 207.0], [483.0, 219.0, 536.0, 299.0]]"
2257_10_2,"[""<INFORM why, it'd break her heart!> <INFORM you conscience will plague you the rest of your life!!>""]",[],"[[8.0, 27.0, 260.0, 216.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]"
2258_43_3,['<BACKCHANNEL ulp!> <INFORM i spoke too soon!>'],[],"[[164.0, 249.0, 286.0, 380.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]"
2258_46_0,['<INFORM this gives the tale a new twist!>'],[],"[[127.0, 425.0, 330.0, 553.0]]",[],"[[134.0, 202.0, 227.0, 307.0]]"
2262_37_8,['<WHY_QUESTION wonder what that was?>'],[],"[[28.0, 33.0, 188.0, 166.0]]",[],"[[86.0, 286.0, 185.0, 373.0]]"
2264_40_6,"['<POLITENESS_FORMULA  sorry, kid,> <INFORM gotta take you in!\t>']",['the spirit is captured at last!'],"[[227.0, 22.0, 387.0, 114.0]]","[[30.0, 3.0, 247.0, 84.0]]","[[299.0, 143.0, 393.0, 266.0]]"
2267_37_3,"['<BACKCHANNEL  heh, heh! >', '<INFORM this may sound a>']",[],"[[355.0, 109.0, 477.0, 219.0], [361.0, 547.0, 682.0, 611.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]"
2271_6_5,['<INFORM i should have thought of this before!>'],[],"[[42.0, 14.0, 316.0, 98.0]]",[],"[[74.0, 186.0, 118.0, 238.0]]"
2279_22_2,"[""<INFORM i've just got to watch the pleased expression on mother-in-law's face when she gallops by!>""]",[],"[[42.0, 19.0, 395.0, 147.0]]",[],"[[138.0, 268.0, 194.0, 330.0]]"
2285_18_4,"['<ORDER halt, son of swineherder!> <ORDER you will show identification papers at once!\t>', '<FEEDBACK so unfortunate!> <INFORM have left papers in my other pants!>']",[],"[[19.0, 1.0, 276.0, 174.0], [292.0, 6.0, 567.0, 115.0]]",[],"[[305.0, 208.0, 346.0, 250.0], [472.0, 209.0, 538.0, 253.0]]"
2286_27_5,"['<BACKCHANNEL urghh!>', ""<INFORM no you don't!>""]",[],"[[0.0, 11.0, 171.0, 93.0], [257.0, 16.0, 409.0, 90.0]]",[],"[[68.0, 165.0, 124.0, 249.0], [336.0, 109.0, 404.0, 159.0]]"
2291_33_1,"['<GREET good evening, mr. vallee.>', '<BACKCHANNEL huh? what?> <GREET mary!>', ""<INFORM  the audience will have a fit!> <INFORM it'll wreck our show!> <ORDER mary, you've exactly 5 minutes to get back in your own clothes,> <ORDER and wash that paint off your face!>""]","['then, not too comfortable in her wobbly high heels, mary arrived at the studio. she made a grand entrance!']","[[136.0, 73.0, 302.0, 127.0], [344.0, 79.0, 489.0, 135.0], [230.0, 249.0, 496.0, 440.0]]","[[17.0, 7.0, 498.0, 81.0]]","[[77.0, 108.0, 130.0, 161.0], [269.0, 135.0, 367.0, 234.0], [379.0, 149.0, 480.0, 257.0]]"
2299_21_9,"['<INFORM if master is kind, the blessing of smoke spirit will be upon her in peace and in war><INFORM  -- the flame burns low!> <INFORM - the voice of the fire has spoken!>']",[],"[[148.0, 0.0, 285.0, 154.0]]",[],"[[59.0, 77.0, 148.0, 157.0]]"
2305_14_9,['<INFORM and this little camera that ah slipped out of his pocket may take care of bloodsoe -- the murderer!>'],[],"[[66.0, 2.0, 369.0, 110.0]]",[],"[[272.0, 76.0, 317.0, 136.0]]"
2309_32_6,"[""<INFORM i'm not easily caught!\t>""]",[],"[[79.0, 12.0, 315.0, 73.0]]",[],"[[133.0, 68.0, 226.0, 182.0]]"
2315_54_6,"['<GREET hey, cabbie!>']",['buck arrives at his destination.'],"[[180.0, 68.0, 342.0, 126.0]]","[[13.0, 26.0, 446.0, 64.0]]","[[390.0, 93.0, 444.0, 155.0]]"
2323_46_5,"[""<POLITENESS_FORMULA sorry, goofy, ><INFORM i'm over here! >""]",[],"[[354.0, 107.0, 529.0, 240.0]]",[],"[[343.0, 236.0, 424.0, 304.0]]"
2324_13_4,"['<POLITENESS_FORMULA sorry, ugly!\t>']",[],"[[334.0, 32.0, 526.0, 135.0]]",[],"[[252.0, 112.0, 358.0, 215.0]]"
2326_22_1,"[""<INFORM now we'll land and grab him alive.\t>"", ""<INFORM hit looks like you brain is workin' overtime ted.>""]",[],"[[561.0, 9.0, 900.0, 203.0], [358.0, 306.0, 883.0, 483.0]]",[],"[[296.0, 763.0, 515.0, 921.0], [94.0, 712.0, 264.0, 909.0]]"
2329_32_4,"[""<POLITENESS_FORMULA sorry i couldn't nab them sergeant. >"", ""<FEEDBACK that's okay,> <GREET mackenzie,> <INFORM as long as you can recognize them> <INFORM - i'm combing the town from the river to the city limits!>""]","[""later, in the police's station ...""]","[[7.0, 57.0, 154.0, 188.0], [125.0, 58.0, 405.0, 240.0]]","[[0.0, 13.0, 393.0, 71.0]]","[[40.0, 226.0, 112.0, 309.0], [224.0, 230.0, 328.0, 332.0]]"
