dialog,narration,img_id,dialog_bounding_boxes,narration_bounding_boxes,face_bounding_boxes
"['<INFORM crows!> <ORDER run run for your lives!>', '<FEEDBACK too late, cheyenne puppies,> <INFORM we have encircled you!>']",[],1502_32_1,"[[22.0, 7.0, 142.0, 115.0], [144.0, 5.0, 376.0, 78.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [139.0, 105.0, 220.0, 180.0]]"
['<NOT_CLASSIFIABLE sob... sob sob>'],[],1509_22_2,"[[129.0, 2.0, 278.0, 63.0]]",[],"[[154.0, 79.0, 240.0, 203.0]]"
['<INFORM some of my snaps are worth a lot of trouble!>'],[],150_35_1,"[[26.0, 0.0, 334.0, 131.0]]",[],"[[192.0, 200.0, 237.0, 248.0]]"
['<INFORM this is going to be a wonderful adventure!>'],[],1514_39_7,"[[18.0, 29.0, 352.0, 89.0]]",[],"[[58.0, 125.0, 169.0, 219.0]]"
['<INFORM now to return to earth and wind up this hideous nightmare!>'],[],1518_48_5,"[[131.0, 195.0, 282.0, 325.0]]",[],"[[48.0, 223.0, 90.0, 261.0]]"
"['<FEEDBACK the ungrateful wretch - and to think that i paid her in full today!> <FEEDBACK well, we simply must have a cook,> <OFFER ""chickie so pick one up in town tomorrow!>', '<FEEDBACK yes, dear!>']",[],153_48_5,"[[0.0, 6.0, 399.0, 253.0], [164.0, 259.0, 383.0, 326.0]]",[],"[[46.0, 312.0, 130.0, 391.0], [235.0, 341.0, 307.0, 412.0]]"
"[""<FEEDBACK a big bad bandito!> <INFORM i told you boys meant to come along and i wasn't fooling.>"", ""<FEEDBACK you must've done some tall riding to catch us ma'm.> <ORDER sit down and grab some grub.> <INFORM we'll need our strength tomorrow.>""]",[],1557_19_0,"[[4.0, 0.0, 250.0, 193.0], [286.0, 4.0, 585.0, 221.0]]",[],"[[212.0, 254.0, 301.0, 377.0], [419.0, 219.0, 575.0, 417.0]]"
"['<FEEDBACK wow!> <INFORM i got one!> <ORDER look at that line!>', '<FEEDBACK must be a whale!> <BACKCHANNEL whew!>']",['then suddenly:'],1569_7_5,"[[127.0, 21.0, 333.0, 159.0], [1.0, 173.0, 132.0, 286.0]]","[[15.0, 3.0, 168.0, 54.0]]","[[177.0, 191.0, 188.0, 215.0], [85.0, 276.0, 107.0, 295.0]]"
"[""<INFORM manhattan's famous skyline!-> <YES-NO_QUESTION sure is a beaut, eh, laura?>"", '<FEEDBACK it certainly is, stu-> <YES-NO_QUESTION but can you imagine how it must have looked befor all these skyscrapers were built?>']",[],1576_36_1,"[[5.0, 26.0, 202.0, 109.0], [166.0, 25.0, 330.0, 177.0]]",[],"[[6.0, 207.0, 99.0, 330.0], [110.0, 288.0, 230.0, 416.0]]"
"[""<FEEDBACK wow!> <INFORM this century's giving us a wet welcome!>"", '<NOT_CLASSIFIABLE and this miss is>', '<INFORM that does it!> <NOT_CLASSIFIABLE where were>']","[""and suddenly it's 1855 somewhere on the mississippi river...""]",1577_23_1,"[[76.0, 78.0, 311.0, 151.0], [17.0, 500.0, 128.0, 553.0], [120.0, 504.0, 309.0, 550.0]]","[[50.0, 17.0, 311.0, 86.0]]","[[195.0, 171.0, 239.0, 233.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]"
"[""<INFORM now that we're successful, bergen-> <YES-NO_QUESTION how about raising my salary to 75$ a week?>"", ""<FEEDBACK no-> <INFORM i'm afraid you might run off and get married, charlie>""]",['the air.........'],1595_45_9,"[[16.0, 29.0, 337.0, 210.0], [334.0, 30.0, 621.0, 229.0]]","[[1.0, 4.0, 624.0, 34.0]]","[[39.0, 275.0, 277.0, 523.0], [295.0, 298.0, 572.0, 594.0]]"
['<FEEDBACK not quite!>'],[],1612_38_4,"[[463.0, 14.0, 701.0, 123.0]]",[],"[[506.0, 275.0, 600.0, 345.0]]"
"[""<INFORM their fear was too great!> <INFORM he's getting away now!>"", '<FEEDBACK but sheena--> <INFORM she is going after it!> <ORDER wait- bantuli-> <WHY_QUESTION where is he?>']",[],1622_28_4,"[[5.0, 17.0, 233.0, 164.0], [228.0, 15.0, 517.0, 184.0]]",[],"[[165.0, 177.0, 243.0, 252.0], [298.0, 269.0, 359.0, 353.0]]"
"['<INFORM the poor fellow dead, ogg,> <ORDER come must get to the bottom of this tawn.>']",[],1631_18_6,"[[81.0, 4.0, 305.0, 129.0]]",[],"[[164.0, 121.0, 207.0, 179.0]]"
"[""<INFORM this gorge we're in-> <FEEDBACK a perfect trap!> <GREET you!> <ORDER wake up!> <ORDER listen to me>! <ORDER noise-- give your boys anything that will make a  noise!>"", '<INFORM my word!>', '<INFORM noise!> <INFORM noise!> <ORDER make noise for your very lives!>', '<ORDER see!> <INFORM they do not like it!> <INFORM they falter> <INFORM they slink..> <INFORM they grow afraid!>']",[],1632_32_0,"[[0.0, 0.0, 453.0, 95.0], [264.0, 71.0, 418.0, 117.0], [472.0, 18.0, 723.0, 116.0], [928.0, 155.0, 1120.0, 315.0]]",[],"[[80.0, 167.0, 137.0, 252.0], [201.0, 193.0, 290.0, 258.0], [677.0, 128.0, 754.0, 216.0], [634.0, 459.0, 663.0, 493.0]]"
"['<INFORM nay, one of evil!> <ORDER stand!> <INFORM behold now your weapon in the eyes of the wizard!>', ""<INFORM it's turned to a snake!> <FEEDBACK no!> <INFORM i must get away!>""]",[],1635_38_4,"[[0.0, 3.0, 203.0, 186.0], [204.0, 61.0, 376.0, 191.0]]",[],"[[77.0, 231.0, 120.0, 289.0], [199.0, 386.0, 293.0, 486.0]]"
"['<BACKCHANNEL aiee!> <INFORM the ledge collapses-> <INFORM i fall, salu-> <INFORM i fall!>']",['as above...'],1635_6_1,"[[0.0, 23.0, 175.0, 150.0]]","[[0.0, 0.0, 177.0, 26.0]]","[[285.0, 38.0, 309.0, 56.0]]"
"['<INFORM you say that my friend lari sits alone and weeps.> <ORDER take me to him, quickly!>', '<BACKCHANNEL ah...> <NOT_CLASSIFIABLE by a>']",[],1638_35_0,"[[14.0, 1.0, 387.0, 94.0], [446.0, 2.0, 524.0, 68.0]]",[],"[[36.0, 389.0, 62.0, 420.0], [-1.0, -1.0, -1.0, -1.0]]"
"['<ORDER behold,> <INFORM it is the lair of tonta,> <INFORM the aged native called crazy-in-the-head.>']",[],1639_3_0,"[[213.0, 0.0, 508.0, 127.0]]",[],"[[353.0, 234.0, 383.0, 281.0]]"
['<FEEDBACK thats right ben ali..> <INFORM we have things to talk about!>'],[],1646_48_2,"[[30.0, 4.0, 161.0, 87.0]]",[],"[[142.0, 56.0, 168.0, 79.0]]"
"[""<BACKCHANNEL oh,> <FEEDBACK what a stupid error!> <INFORM this is my dad, jim brent.> <INFORM i'm alice> <INFORM we're hunting lions for the tinglin brother's circus> <INFORM we've heard of you>""]",[],1656_44_4,"[[89.0, 28.0, 254.0, 133.0]]",[],"[[63.0, 70.0, 83.0, 92.0]]"
"[""<ORDER look below!> <INFORM n'tomba's machine already seeks to crush another victim!> <INFORM only one chance...>""]",[],1658_13_5,"[[35.0, 0.0, 191.0, 81.0]]",[],"[[137.0, 148.0, 142.0, 157.0]]"
"['<INFORM the longboka kraal, ann...> <INFORM maga is their chief-> <INFORM a great hunter more than a warrior,> <INFORM but if he has changed his stripes i will smell it soon..> <ORDER wait here!>']","['ons loo! trains cked... who the raiders- where did hey hide? days ago a mons from his friend, the rict commissioner, started kaanga his mystery l...and now, m the jungle e of a sleeping age he scouted lair of his t suspecty.']",1665_3_1,"[[654.0, 1.0, 1125.0, 134.0]]","[[0.0, 45.0, 244.0, 531.0]]","[[619.0, 127.0, 677.0, 197.0]]"
"['<INFORM peace mighty one kalat comes in peace!>', '<INFORM an indian!> <INFORM here in africa!>']",[],1670_39_1,"[[164.0, 7.0, 304.0, 133.0], [48.0, 208.0, 162.0, 314.0]]",[],"[[239.0, 179.0, 261.0, 211.0], [174.0, 245.0, 219.0, 296.0]]"
['<INFORM another sock for good measure!>'],[],1671_15_2,"[[41.0, 11.0, 236.0, 90.0]]",[],"[[194.0, 150.0, 252.0, 213.0]]"
"['<ORDER hey wait a minute, mom...> <INFORM this is my big day too!>', '<WHY_QUESTION what now?>']",[],1676_11_2,"[[0.0, 16.0, 320.0, 135.0], [327.0, 15.0, 519.0, 101.0]]",[],"[[110.0, 168.0, 231.0, 286.0], [405.0, 140.0, 499.0, 252.0]]"
['<GREET hey!> <INFORM there goes the signal...> <INFORM three splasiies!>'],[],1688_45_0,"[[176.0, 30.0, 567.0, 108.0]]",[],"[[319.0, 162.0, 395.0, 233.0]]"
"['<INFORM i...i bought this ice to chill a case of brew, drake!> <INFORM ...in a tub..> <INFORM cubes are no good for that...> <YES-NO_QUESTION get the idea?>', ""<FEEDBACK yes jackpot!> <INFORM i think i'm beginning to get it!>""]",[],1698_4_6,"[[15.0, 4.0, 250.0, 154.0], [223.0, 10.0, 379.0, 108.0]]",[],"[[189.0, 107.0, 231.0, 147.0], [256.0, 188.0, 315.0, 248.0]]"
['<INFORM this hotspurs is quite a singer!>'],[],1699_4_2,"[[14.0, 10.0, 219.0, 71.0]]",[],"[[156.0, 146.0, 176.0, 163.0]]"
"['<ORDER pull a trick knife on me, you would!>']",[],1701_7_2,"[[0.0, 122.0, 254.0, 218.0]]",[],"[[294.0, 166.0, 409.0, 301.0]]"
"['<INFORM we can make the swiss border by daylight!>', '<INFORM this has been a sad day for france!>', '<GREET dick,> <WHY_QUESTION what became of phillipe?>']",[],1702_20_0,"[[6.0, 12.0, 114.0, 74.0], [103.0, 13.0, 220.0, 68.0], [134.0, 79.0, 220.0, 149.0]]",[],"[[39.0, 145.0, 74.0, 178.0], [107.0, 123.0, 137.0, 162.0], [155.0, 166.0, 186.0, 194.0]]"
"[""<BACKCHANNEL la> <BACKCHANNEL de> da <BACKCHANNEL de> <BACKCHANNEL da/> <ORDER now let's see,> <INFORM this looks like a good spot!>""]",[],1706_23_2,"[[13.0, 1.0, 288.0, 87.0]]",[],"[[57.0, 257.0, 125.0, 339.0]]"
"[""<FEEDBACK it's hopeless!> <INFORM we can't fight quiquern!>"", '<ORDER help!> <INFORM quiquern is attacking my mother and father>', ""<WHY_QUESTION why don't the u.s. authorities do some - thing ->""]","['garu, the alaskan boy, rushes into town for help...']",170_14_7,"[[22.0, 44.0, 221.0, 138.0], [211.0, 58.0, 415.0, 143.0], [248.0, 124.0, 435.0, 244.0]]","[[8.0, 1.0, 460.0, 65.0]]","[[125.0, 257.0, 147.0, 278.0], [235.0, 185.0, 252.0, 209.0], [298.0, 278.0, 319.0, 298.0]]"
"[""<FEEDBACK yes,> <INFORM and if you want to keep this job you'll recover them!>""]",[],170_54_0,"[[17.0, 6.0, 290.0, 152.0]]",[],"[[71.0, 200.0, 292.0, 423.0]]"
"['<BACKCHANNEL whew!> <INFORM getting hot!> <INFORM we must be down very far!>', ""<FEEDBACK yes, major drake...> <INFORM but it's the only way we can catch him!>""]",[],1711_10_4,"[[0.0, 20.0, 194.0, 110.0], [175.0, 23.0, 394.0, 112.0]]",[],"[[119.0, 278.0, 155.0, 316.0], [82.0, 230.0, 113.0, 262.0]]"
"[""<INFORM there he goes...> <INFORM in to see his precious doctor!> <ORDER stay out here peecolo..> <INFORM i'm going in, too!>""]",[],1721_31_5,"[[10.0, 4.0, 194.0, 114.0]]",[],"[[7.0, 166.0, 73.0, 360.0]]"
['<BACKCHANNEL wow!> <INFORM a light!>'],[],1721_47_4,"[[8.0, 7.0, 127.0, 64.0]]",[],"[[19.0, 133.0, 89.0, 228.0]]"
"['<INFORM a night in the haunted castle will frighten you out of your wits!>', ""perhaps it's because i have no wits, but nothing has frightened me yet!""]",[],1735_24_1,"[[10.0, 14.0, 364.0, 120.0], [253.0, 63.0, 547.0, 158.0]]",[],"[[51.0, 278.0, 193.0, 411.0], [373.0, 161.0, 421.0, 223.0]]"
['<ORDER help!>'],['the thing starts its chrm work of furious destruction!'],1742_37_0,"[[316.0, 54.0, 504.0, 158.0]]","[[0.0, 1.0, 583.0, 55.0]]","[[203.0, 87.0, 284.0, 207.0]]"
['<INFORM good heavens!> <INFORM that hostess looks like nancy!> <INFORM that gives me an idea!>'],['e fireman e airport! m the east!'],1743_45_3,"[[183.0, 9.0, 578.0, 183.0]]","[[0.0, 6.0, 184.0, 102.0]]","[[218.0, 306.0, 275.0, 385.0]]"
"['<ORDER help!> <ORDER help!>', '<NOT_CLASSIFIABLE i was hit b lightn>']",[],1745_8_1,"[[242.0, 528.0, 378.0, 645.0], [400.0, 559.0, 497.0, 708.0]]",[],"[[172.0, 733.0, 208.0, 775.0], [-1.0, -1.0, -1.0, -1.0]]"
"['<INFORM ou have the honor of eing the first flying r eel!>', '<BACKCHANNEL eeek!>']",[],1747_14_2,"[[0.0, 33.0, 374.0, 101.0], [108.0, 103.0, 220.0, 161.0]]",[],"[[308.0, 264.0, 359.0, 320.0], [0.0, 160.0, 29.0, 210.0]]"
"[""<INFORM i'm so glad you're safe, lightning>"", ""<INFORM i guess this is the end of the river pirates, so i'll be getting along>""]",[],1749_15_5,"[[13.0, 0.0, 153.0, 75.0], [139.0, 3.0, 455.0, 76.0]]",[],"[[95.0, 87.0, 126.0, 116.0], [179.0, 68.0, 215.0, 104.0]]"
"[""<INFORM there's the missing passenger liner venusa!>"", '<INFORM and there is the freighter m-16 that disappeared last month but not a sign of life>']","['the patrolmen find that many other craft, having landed out of curiosity or for repairs, are nailed to the planet by its tremendous magnetism...']",174_38_3,"[[485.0, 4.0, 852.0, 103.0], [908.0, 5.0, 1345.0, 136.0]]","[[36.0, 18.0, 474.0, 192.0]]","[[537.0, 481.0, 585.0, 535.0], [770.0, 495.0, 835.0, 545.0]]"
['<BACKCHANNEL g-gosh-> <INFORM a whole room full of air raid sirens!>'],[],1755_6_5,"[[355.0, 0.0, 776.0, 100.0]]",[],"[[520.0, 195.0, 616.0, 290.0]]"
"[""<BACKCHANNEL whoopeee.> <FEEDBACK but i was scared> <INFORM i'm glad i was just dreaming.>"", '<INFORM there goes that boy again out of bed>']",[],1759_29_8,"[[99.0, 210.0, 219.0, 320.0], [252.0, 197.0, 331.0, 278.0]]",[],"[[61.0, 485.0, 96.0, 530.0], [-1.0, -1.0, -1.0, -1.0]]"
"['<POLITENESS_FORMULA good afternoon, gentlemen!>']","['have it, a pleasure bent cowboy enters at that moment...']",1763_30_4,"[[0.0, 75.0, 269.0, 139.0]]","[[0.0, 0.0, 285.0, 80.0]]","[[117.0, 143.0, 170.0, 190.0]]"
"['<ORDER hurry!><INFORM  i can see the dust being kicked up by the injun ponies just over the hill!>', ""<WHY_QUESTION what good will this do?> <INFORM we're trapped!> <ORDER listen to those war-whoops!>""]",[],1764_25_4,"[[10.0, 12.0, 218.0, 130.0], [219.0, 12.0, 405.0, 121.0]]",[],"[[26.0, 177.0, 39.0, 194.0], [286.0, 264.0, 364.0, 355.0]]"
"[""<INFORM he's marrying serena.> <INFORM she was his secretary.> <INFORM he feels responsible for the accident.>"", ""<FEEDBACK it's no good,> <YES-NO_QUESTION is it, roa?> <INFORM you keep thinking about andy hunter.>""]",['my date with dr. wentworth that night was an awful flop...'],1777_30_3,"[[5.0, 129.0, 310.0, 299.0], [194.0, 70.0, 562.0, 162.0]]","[[0.0, 5.0, 602.0, 65.0]]","[[114.0, 337.0, 210.0, 456.0], [348.0, 310.0, 475.0, 441.0]]"
['<NOT_CLASSIFIABLE we think marvelc>'],[],1781_34_1,"[[531.0, 314.0, 667.0, 432.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]"
"['<GREET my beloved,> <INFORM together at last.>', 'c<GREET harles darling,> <INFORM but you made such a great sacrifice>']","['hours later, marty and his wife are on their way to switzerland...']",1794_45_2,"[[9.0, 143.0, 239.0, 245.0], [218.0, 105.0, 412.0, 273.0]]","[[3.0, 13.0, 433.0, 99.0]]","[[217.0, 362.0, 281.0, 443.0], [309.0, 383.0, 370.0, 458.0]]"
['<GREET hey!> <ORDER look out!>'],[],1795_9_4,"[[32.0, 32.0, 185.0, 93.0]]",[],"[[114.0, 135.0, 132.0, 162.0]]"
['<BACKCHANNEL hey!>'],['and far away in the city as billy batson just finishes his news broadcast...'],1803_29_1,"[[49.0, 259.0, 221.0, 381.0]]","[[58.0, 1.0, 472.0, 70.0]]","[[115.0, 121.0, 162.0, 165.0]]"
['<INFORM captain marvel jr!> <INFORM he needs help....> <BACKCHANNEL ohhhh!>'],[],1810_19_1,"[[298.0, 4.0, 478.0, 143.0]]",[],"[[286.0, 155.0, 330.0, 198.0]]"
"['<GREET ptain marvel!> <INFORM the ptunians must have et with an overwhelming defeat!> <INFORM there may not be any left alive!>', ""<INFORM it's hard to believe there aren't any sur-vivors!> <INFORM if there's any within earshot, a loud enough shout will bring them to us!>""]",[],1810_6_3,"[[0.0, 5.0, 226.0, 150.0], [222.0, 1.0, 468.0, 128.0]]",[],"[[89.0, 213.0, 186.0, 318.0], [297.0, 138.0, 443.0, 325.0]]"
['<NOT_CLASSIFIABLE golly...> <INFORM not even water will wake them up!> <INFORM the sleep sand must be powerful enough to put them in a dead sleep!>'],[],1811_29_0,"[[24.0, 1.0, 280.0, 136.0]]",[],"[[107.0, 175.0, 138.0, 209.0]]"
"['<FEEDBACK yeah,> <INFORM found the crook but i lost three teeth doing it!> <NOT_CLASSIFIABLE (groan),>']",[],1811_38_6,"[[0.0, 40.0, 339.0, 163.0]]",[],"[[208.0, 206.0, 259.0, 261.0]]"
"['<BACKCHANNEL eeaaaa!>', '<BACKCHANNEL wow!> <INFORM those ladder rungs are stretching like rubber!>']",['captain marvel jr. also meets a startling scene!'],1813_17_4,"[[15.0, 141.0, 260.0, 282.0], [547.0, 172.0, 963.0, 480.0]]","[[0.0, 0.0, 1011.0, 81.0]]","[[329.0, 191.0, 399.0, 279.0], [524.0, 643.0, 562.0, 690.0]]"
"['<FEEDBACK this is frightful!> <BACKCHANNEL oh,> <INFORM if only the marvel family were here!>']","['soon, dexter is horrified to see helpless victims abducted and dragged back to be put through the time door into an unknown era!']",1816_8_5,"[[116.0, 89.0, 350.0, 188.0]]","[[0.0, 0.0, 350.0, 100.0]]","[[233.0, 254.0, 327.0, 366.0]]"
"[""<INFORM me, a movie star!> <INFORM i can't believe it!> <INFORM after this i bet all the girls will look at me the way they did at teddy cracken!>""]",[],1823_16_6,"[[13.0, 24.0, 329.0, 149.0]]",[],"[[207.0, 205.0, 228.0, 228.0]]"
['<ORDER and look!> <INFORM these purple grapes are amethysts!> <INFORM and these white grapes are diamonds!>'],['the strange jewel trees from the magic seeds have produced a fabulous crop of precious treasure!'],1823_7_0,"[[6.0, 0.0, 329.0, 113.0]]","[[0.0, 348.0, 314.0, 425.0]]","[[126.0, 127.0, 184.0, 189.0]]"
"[""<INFORM there's aimes-> <INFORM he'll be happy to see\tthis.>""]",[],1830_62_1,"[[21.0, 30.0, 289.0, 107.0]]",[],"[[257.0, 174.0, 270.0, 194.0]]"
"[""aren't you located drowns yacht yet shipreck"", 'i just got it doodl, we must get there at once and prevent his destroying the durango.']","['sapnereck, unaware of the durango disaster, finally locates the position of dr. bronws yacht.']",1835_15_6,"[[9.0, 34.0, 104.0, 139.0], [106.0, 31.0, 223.0, 161.0]]","[[10.0, 270.0, 220.0, 371.0]]","[[33.0, 133.0, 84.0, 180.0], [95.0, 172.0, 139.0, 210.0]]"
"['<INFORM unwary allied ship passes us!> <YES-NO_QUESTION torpedoes ready, please?>', '<FEEDBACK torpedoes ready!>', '<NOT_CLASSIFIABLE then>']",[],1842_23_2,"[[121.0, 23.0, 604.0, 169.0], [597.0, 10.0, 847.0, 160.0], [0.0, 438.0, 147.0, 517.0]]",[],"[[133.0, 191.0, 188.0, 250.0], [514.0, 276.0, 665.0, 457.0], [-1.0, -1.0, -1.0, -1.0]]"
['<INFORM i thought minute man would stay and protect me!> <INFORM but he ran out and disappered.>'],[],1842_35_6,"[[34.0, 29.0, 357.0, 110.0]]",[],"[[290.0, 139.0, 373.0, 239.0]]"
"[""<INFORM -you see, i'm a slaver!> <INFORM -but, with this difference, -i sell persons who are well known in the field of scientific research->""]",[],184_20_3,"[[53.0, 0.0, 475.0, 150.0]]",[],"[[315.0, 235.0, 350.0, 276.0]]"
['<INFORM bombs away!>'],['minute man smashes the secret nazi airport with the germans own bombs!'],1850_47_2,"[[439.0, 35.0, 656.0, 113.0]]","[[0.0, 0.0, 670.0, 58.0]]","[[652.0, 162.0, 670.0, 179.0]]"
['<INFORM the gun you will admit is a very clever device adapted from your> <BACKCHANNEL ...ah ha.. ha> <INFORM civilization.>'],[],1853_14_3,"[[0.0, 7.0, 223.0, 76.0]]",[],"[[51.0, 101.0, 69.0, 120.0]]"
"['<GREET poor kuli kai,> <YES-NO_QUESTION i wonder if his broken leg is still bothering him?>', '<BACKCHANNEL oh> <INFORM you mean kuli kai.> <INFORM his broken leg is giving him a lot of trouble>']",['as the jap concentrates on a non existent son radar again reaps his mind.'],1854_8_6,"[[0.0, 32.0, 185.0, 100.0], [129.0, 35.0, 322.0, 88.0]]","[[25.0, 0.0, 322.0, 36.0]]","[[80.0, 92.0, 133.0, 154.0], [205.0, 80.0, 239.0, 121.0]]"
"['<ORDER hurry!> <ORDER find it before bullet- man comes again!>', ""<BACKCHANNEL ulps!> <INFORM he's here already!>""]",[],1859_22_2,"[[1.0, 7.0, 171.0, 123.0], [163.0, 15.0, 305.0, 137.0]]",[],"[[53.0, 209.0, 118.0, 295.0], [209.0, 222.0, 283.0, 290.0]]"
['<POLITENESS_FORMULA sorry!> <INFORM no time for conversation!>'],[],1862_7_5,"[[23.0, 7.0, 293.0, 89.0]]",[],"[[165.0, 101.0, 224.0, 154.0]]"
"[""<YES-NO_QUESTION it's a great collection isn't it ,lumber jack?>"", ""<YES-NO_QUESTION you call zat a great collection?> <BACKCHANNEL bah!> <INFORM you should see lumber jack's collections!>""]",[],1869_9_2,"[[0.0, 0.0, 172.0, 130.0], [150.0, 0.0, 468.0, 145.0]]",[],"[[136.0, 139.0, 173.0, 197.0], [190.0, 140.0, 243.0, 203.0]]"
"['<BACKCHANNEL oo<BACKCHANNEL oh>,><INFORM  my head!> <WHY_QUESTION now why should anyone> <BACKCHANNEL oh> <INFORM the phonograph s explains everything.>']",['meanwhile---'],1877_22_5,"[[153.0, 1.0, 521.0, 110.0]]","[[6.0, 2.0, 195.0, 39.0]]","[[106.0, 122.0, 166.0, 190.0]]"
"[""<INFORM i should hope so!> <INFORM after all the things your parents do for you, i think it's awful to talk about them like that behind their backs!> <INFORM i think parents are wonderful!>""]",[],1894_15_2,"[[0.0, 0.0, 563.0, 194.0]]",[],"[[161.0, 203.0, 224.0, 283.0]]"
"[""<ORDER listen, strong boy-> <INFORM you've been in here for six months now.> <YES-NO_QUESTION would you like to get out?>"", ""<YES-NO_QUESTION would i?> <FEEDBACK i'm sick of stir!>""]","['"" her screams summome aepand al strong boy tried escape ne was captured, after a speeoy tral he was to life inmprisonmentat the north car penitentiary, tais was in 1926...""']",1897_30_2,"[[0.0, 107.0, 230.0, 221.0], [246.0, 104.0, 381.0, 187.0]]","[[0.0, 2.0, 382.0, 103.0]]","[[198.0, 286.0, 240.0, 329.0], [324.0, 259.0, 365.0, 300.0]]"
['<FEEDBACK i.. i feel weak!>'],['millions of volts of energy are loosed over their heads!'],189_9_5,"[[30.0, 370.0, 115.0, 400.0]]","[[32.0, 10.0, 433.0, 50.0]]","[[209.0, 340.0, 250.0, 370.0]]"
['<INFORM best defense is a good offense!>'],[],1902_64_4,"[[34.0, 15.0, 253.0, 134.0]]",[],"[[269.0, 131.0, 359.0, 224.0]]"
"[""<ORDER full speed ahead-> <INFORM here comes the harbor patrol-> <INFORM we'll run for it> <ORDER get the guns ready!!>""]",[],190_19_6,"[[0.0, 50.0, 300.0, 95.0]]",[],"[[122.0, 185.0, 135.0, 201.0]]"
['<BACKCHANNEL oops!> <FEEDBACK missed!!>'],[],1915_0_1,"[[556.0, 33.0, 812.0, 228.0]]",[],"[[479.0, 435.0, 630.0, 592.0]]"
['<INFORM quess i was mistaken!>'],[],1915_36_2,"[[12.0, 5.0, 193.0, 132.0]]",[],"[[92.0, 163.0, 189.0, 275.0]]"
"[""<INFORM now, we'll see if this will work.>""]",[],1916_54_0,"[[0.0, 14.0, 177.0, 90.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]"
['<INFORM they know that love you!>'],"[""a tribe of gorillas rushes to blanda's aid!""]",1918_57_3,"[[231.0, 108.0, 507.0, 207.0]]","[[166.0, 0.0, 586.0, 74.0]]","[[260.0, 266.0, 328.0, 340.0]]"
"['<INFORM boy, this air feels good!>']",['-- and into the murky water of the east river then a boat appears eney out of the darkness'],1919_30_4,"[[352.0, 167.0, 527.0, 294.0]]","[[32.0, 344.0, 558.0, 428.0]]","[[116.0, 44.0, 330.0, 259.0]]"
